class,text,language
1,O ti wa ni o kere ju lati wa ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni o ni,yoruba
1,girls of ecu nude japanese porn tits LINK,english
2,The hausa Fulani e weere n'ebe nile na Yoruba Kwụsị ịkwa ákwá Ị bụ nnọọ n'ihi na ị na-ahapụ enweghị nhọrọ Ị kama nyefee mwakpo ka Igbo.,igbo
1,Eastern Nigeria pidgin is disgusting LINK,english
1,🤣🤣🤣🤣 O jẹ ọmọ-ọ̀tẹ̀,yoruba
0,"Shin kuna son koyon yadda ake karanta Alkur'ani mai daraja cikin ɗan gajeren lokaci? Kuna son haddace Alkur'ani mai daraja a mafi kyawun tsari? Kuna son ƙarin sani game da Din, AL-ISLAM? 👇LINK almanaaracademy.com AL-MANĀR I.A.",hausa
1,Most nigerian rappers are retards.,english
1,Tana da wani rikice rai 😂,hausa
1,Yoruba mai lalata LINK,hausa
2,O jẹ nikan gidigidi ireti ko si iyato ti n sọrọ si o ati n sọrọ pẹlu gbogbo awọn wọnyi gidigidi shallow-ọkàn Musulumi,yoruba
1,"Kò sí ohun tó lè ṣẹlẹ̀, kò sí ohun tó lè ṣẹlẹ̀.",yoruba
1,Àwọn aṣáájú òṣèlú onígbèéraga,yoruba
1,😂😂😂😂😂 gị bụ ezigbo nsogbu nke Islam onye ihu abụọ 😂,igbo
2,This is a subtle retaliation for the killer herdsmen being dislodged gradually across Southern Nigeria. They know majority of the Crypto traders are Southerners. Their Malu Malu brains cannot think of anything else than Cows..,english
0,"Ọ̀pọ̀lọpọ̀ èèyàn ló ti kú ní ọdún 1966 nígbà tí ìjọba pa Aguiyi Ironsi, àmọ́ ìyẹn ò tó nǹkan, ẹgbàá [3,000] àwọn Igbos ló sì pa ní àríwá.",yoruba
1,You’re evil 😭,english
1,Yankin ku yanki ne na 'yan ta'adda a Najeriya kuma talauci yana kashe ku duka a can.,hausa
2,"Like What The Fuck Will I Do To Get These Ethiopian Bitches Off My Back..They Be Like,You Cute,I Like You Nd I Don't  Like Bitches.",english
0,O ni niqqa nido lati ṣiṣẹ takuntakun tho.... igbeyawo ko ni lati ẹnu !!! Hehehe...,yoruba
1,iná tó ń jó padà ṣì ń burú bíi ti tẹ́lẹ̀,yoruba
1,Abuja 'yan mata ba kawai loud kuma edibles,hausa
0,"N'ihi ya , ọ bụ ihe amamihe dị na ya iji ihe ndị a na - eme ihe n'eziokwu .",igbo
1,Ọ bụghị ihe ijuanya na ndị mmụọ ọjọọ Yoruba niile nọ n'ụlọ ahụ dị jụụ n'ihi na ha ghọtara ụzọ Tobi si eme ihe 😂😂😭,igbo
1,Wannan hukunci na zabi yana da ban tsoro sau nawa kungiyoyin Arewa daban-daban suka bayar da sanarwar dakatar da 'yan kudu musamman Igbo. Kwanan nan sun yi barazanar barin Bishop Kukah. Shin wadannan gwamnonin sun hukunta su kamar yadda Seyi ya yi wa Igboho. Kada ku damu mun san cewa ku mallaki Najeriya,hausa
2,"Àwọn olóṣèlú Igbo jẹ́ òmùgọ̀ olóṣèlú, òmùgọ̀, àwọn tí kò sí láàyè... àwọn ọmọ-ọ̀tá àti ẹ̀yẹ́ ẹ̀yẹ́ ẹ̀yẹ́ ẹ̀yẹ́... àwọn ẹranko... @",yoruba
1,"Kwere m na ị bụ onye nzuzu kachasị n'ọchịchị a, m ga-achọ ịhụ ihe ị ga-eme mgbe afọ 2023 gasịrị n'ihi na a ga-agbahapụ ya.",igbo
2,Baba ugwu cultism miri oh. South nnọọ nwere media anya.,igbo
0,Bible Short Reports: Problem-Solving Christian Articles for This Week All About Bible Success Principles LINK,english
2,Na ji cewa Yoruba maza ne mafi munin.,hausa
2,Kai ebe ka aturu si puta Ebe aa.gerrrahere Hausa fulani,igbo
1,èyí sì ni àbájáde,yoruba
2,"Nigeria apụghị ịdị n'otu, ndị ugwu bụ ndị na-aṅụ ọbara, ndị na-achọghị ịlụ di na nwunye na-alụ ụmụ agbọghọ ndị na-eto eto na-eto eto, ma na-egbu ndị mmadụ maka nkwulu.",igbo
0,Christian Krissy O  Jogodo + Bum Short: Christian Kwabena Amoah wanda aka fi sani da Krissy O shi ne Ghanai... LINK,hausa
0,"Insanity in ""saner"" climes. This, and children who can't even determine their bedtimes, but can decide to change their genders. LINK",english
0,You are a case aswear! 🤣🤣🤣🤣🤣🤣,english
1,Keep wasting your time talking to Enugu people on the need to get involved in Nigeria dirty politics game. Enugu is for Biafra and Biafra has said no elections in igbo land until a date for referendum is given.,english
2,"""Ọ bụrụ na ị bụ nwa agbọghọ na-amaghị nwoke, na-enwe obi ụtọ na nke a dị ka ihe dị ka😃 &amp; apos; adịghị enye a fuck banyere whores gburugburu gị. ""M na-atụ ị bụ 1!",igbo
0,DRIP!!!DRIP!!!DRIP!!! LINK,english
2,"Nítorí náà, ẹ̀yà ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ",yoruba
0,"Bawz BawzzzzRT"": Been long a Negroz bin here.""",english
1,": STOP LIKING OR RETWEETING LGBT MATTER!!!!

UNA DEY LOOSE FOCUS! COCONUT HEAD PIPU🙄🙄🙄🤬🤬🤬

 …",english
0,😂 we're splashing money on signings you lots can only dream of. Save the banter for yourselves because y'all know London is blue💙,english
1,"Musamman mata, suna daukar hotuna suna shan taba duk rana.",hausa
0,Èyí fún àwọn ọmọbìnrin òṣì,yoruba
0,Nwunye ahụ nwere ike karịrị ihe ọ bụla a pụrụ ịtụle na nke mara mma karịa otú a pụrụ ịkọwa ya .,igbo
2,"Àwọn gómìnà àríwá yìí ló ń dá ìwà ìkà yìí lẹ́yìn, ìyẹn ni pé wọ́n ń jí àwọn aláìmọ́ràn gbé, wọ́n sì ń pa wọ́n.",yoruba
2,"Àríwá kún fún àwọn èèyàn tó ń ṣeré ní gbogbo òpópónà ìlú Lagos kún fún àwọn tó ń fi ẹ̀rù pa àwọn alágàbàgebè ní àríwá ẹ̀yin èèyàn yẹ kí ojú tì yín. ẹ ò lè bójú tó àwọn èèyàn yín, báwo lẹ́yin náà ṣe ń bójú tó gbogbo orílẹ̀-èdè báyìí?",yoruba
2,": Fulani atrocity at Igangan on Sunday June 6, 2021

WILL THE YORUBA SEND A REPLY MESSAGE TO THESE DEMONS FROM HELL?",english
0,Wutsup wit dudes dancing 2geda a cikin wani kulob .. cewa shi ne gay!!,hausa
0,Idiots! Igbo-Biafrans suna rayuwa &amp; ci gaba da dukkan yankunan Najeriya. Igbo-Biafrans suna magana da yaren Yoruba &amp; Hausa fiye da sauran ...,hausa
1,Ku yi murna da kanku da gidan ciyawa,hausa
0,"A lady agwa m na ọ bụ mgbe niile mara mma na de mgbede Dan mgbe ma ọ bụ mgbe mmiri ozuzo, stud m ruo mgbe ọ na-ada ada n'ịhụnanya na girl",igbo
0,"Barka da sabuwar shekara masu kyau. Bari 2019 ya kawo muku farin ciki. Bari ƙofofin girma su kasance a buɗe a gare ku. Ina fatan ku sa'a mai kyau, lafiya mai kyau da albarkatu ga sabuwar shekara. 2019 zai kasance mai kyau... LINK",hausa
0,"na-agbapụ na anya iji applies naanị ndị ọzọ ebo bụghị Fulani! na otú,. ndị na-aghọta ha SlaveMaster si ahụ asụsụ ọma karịa ọtụtụ na-eme! U Nigerians mma na-eteta ịhụ n'ihu ""don oda! Seriki Fulani Ogun steeti mere ka o doo anya! &gt;&gt;",igbo
2,Dont mind those ipob miscreants. They have ran out of fulani janjaweed narratives. It's now DSS. Ipob is now the nest every criminals in SE is feathering upon. They can deny all they wants. But the people knows the real terrorist in SE which is Ipob. See the waste of lives?,english
0,: I respect Sheikh Abubakar Gumi. But I disagree with his call for General  to grant amnesty to herdsmen and bandits.…,english
2,Báwo ni Mohammadu Buhari ṣe di olórí ọmọ ogun láìní WAEC tàbí àwọn ìwé àṣẹ mìíràn tó yẹ. kódà lẹ́yìn ọdún mélòó kan tó ti ń sìn - kò lè sọ èdè Gẹ̀ẹ́sì dáadáa! àyà òkúta àti ìwà ìbàjẹ́ ní àríwá ti fara hàn!!! ìtìjú fún àwọn ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ ẹyẹ Arewa. ó yẹ kí gbogbo wọn tìtìjú!,yoruba
2,M na-akpakọba ụmụ agbọghọ si agbụrụ dị iche iche!!! ma ọ bụrụ na ị na-eme otu ihe ahụ ma ọ bụ ma ọ bụrụ na m na-agha ụgha!,igbo
1,Nigerians are a special type of mad.....,english
2,"Zombie will always talk does Nigeria have rule of law ? Law that is always enforce only on the poor citizens animal always trying to justify know criminal, Yoruba Fulani slave",english
1,Abin da na nema da abin da na samu wane irin ba'a ne wannan? Na biya kudi mai yawa don wannan shit LINK,hausa
1,"ìyẹn ni pé, o sọ pé o ní ìbálòpọ̀ pẹ̀lú ẹni náà, ẹ̀yà rẹ̀ àti bóyá ẹ̀sìn rẹ̀. o ò bìkítà nípa àwọn ẹ̀rí tó ní tẹ́lẹ̀. ìwọ òmùgọ̀ ẹlẹ́sìn.",yoruba
1,".Dare da layin shi ne, broke ass Negroes zai nutse da tayin amma arziki mutane za su sake tunani.",hausa
2,": Bibie ndị uweojii niile na ebe ndị agha na-enyocha n'ihi na, ha bụ ndị na-ekpuchi ndị na-eyi ọha egwu Miyetti Allah Fulani~...",igbo
0,Ọ bụrụ na IPOB chọrọ South South aka Niger Delta 2 sonyere ha dị ka mba mgbe ahụ na-akpọ ndị na-ekere òkè 4 negotiation. Ị nwere ike ike ike na-ekwu anyị. agaghị aga 4rm Fulani 2 Igbo nna ukwu LINK,igbo
1,Nke ahụ na-egosi gị pasent nke ndị Elrufai na-eme Twitter na Nigeria.,igbo
2,Ọlọ́run ta ló ń ṣe ohun yìí fún wa?😭😭😭 àwọn ọkùnrin yìí jẹ́ ẹ̀jẹ̀  ń mu èṣù 😭😭 orí kokó 😭😭😭 wọn ò ṣe nǹkan kan ju pé kí wọ́n jẹ owó 😭 Ìlà oòrùn Nàìjíríà jẹ́ ìtìjú fún àwọn gómìnà wa pàápàá jù lọ gómìnà ìpínlẹ̀ Abia tó ní orí ńlá😂😂,yoruba
0,"Ina fatan wata rana za ta kasance mai aminci don zama mace, baƙar fata da mutum.",hausa
1,"Matsalar da nake da ita da wannan maganar banza ita ce ""mata mai shigowa da launi"" kamar dai saboda ita mace ce, kuma ta launin fata ta sa ta zama dan Adam mara kyau.",hausa
0,Mutanen Malo (hausa / fulani) na iya zama kamar su yi kyau sha!,hausa
1,"Give us biafra or declear another war men are ready,to hell u zoo nigeria contry",english
1,"kai wawa ne, kana da hakkin ra'ayin ka amma ba ya da shi domin yana cikin gidan?? STFU",hausa
2,No baby! Hoe in peace 😂,english
2,"How come other northern Muslim don't reaosn like this?
Lemme correct a notion. I'm not ANTI-islam. Majority of my folks are Muslim. I used to be one too and I learnt so much good stuffs. 
My vexation is towards the northern extremist and terrorist Sympathizers. The idiots! Thanks LINK",english
1,Enwere m ike ikwu otu ihe ahụ maka Yorubas kwa... na m kwuru na ụkpụrụ abụọ apụtaghị na m na-eme ka ndị ọzọ bụrụ ndị e gburu... ndị ahụ mara ndị ebonyi ikpe na-eto onwe ha maka ime otu ihe ahụ... ihu abụọ ahụ.,igbo
0,Ọpọlọpọ awọn eniyan ni gusu ro pe gbogbo awọn ariwa jẹ (aboki) HAUSA ati MUSLIMS. Ọpọlọpọ awọn ariwa ro pe gbogbo awọn ariwa jẹ NYAMIRI (IGBOS) nitori wọn ko ti kọja awọn agbegbe wọn NYSC tun ṣe pataki si iṣọkan ti Nigeria,yoruba
0,"ANYỊ kwadoro nkwupụta Trump mere n'oge na-adịbeghị anya, kwuru na ndị otu Aenifere, Kpọọ Buhari 'Vegetative Status Me': Fine and good! Igbo ndị okenye Ohanaeze (Ndi Oshi Na Aturu), gwa anyị ọnọdụ gị ugbu a na ndị okenye Yoruba emeela ka a mara ọnọdụ ha banyere Buhari ịbụ ""enweghị ndụ"" LINK",igbo
1,"Ya kamata mu bar 'ya'yan fashi su tsoratar da mu, amma mu bar su su ji daɗin ganimarsu a cikin shiru.",hausa
0,Ìkìlọ̀ góòlù: Bosnia-Herzegovina * 2  0 Iran (Pjanic 59 ) rọpò ..,yoruba
0,/w,hausa
1,You will like it 🤨😏. Because you’re a joker.,english
1,"nígbà náà, o di arúgbó kan",yoruba
2,Àwọn èṣù Yorùbá,yoruba
0,On top your matter,english
0,": This is very very wrong!!!
Until there is an Islamic Republic of Northern Nigeria we must all maintain fidelity to the Nigeria…",english
0,"Domin bai kasance mai tsattsauran ra'ayi ba, ya kamata mutane su yi nazarin tsarin su a kai a kai, idan sun yi haka, to, gada ba za ta rushe ba!",hausa
0,Depression is real sha!!!,english
1,"Lmao: Enweghị m ike ịpị Ugly na-enweghị ""U"" bitch",igbo
0,"BTW, kana shiru, don haka ban ga sabon tweets; kawai alamu. za ka iya tafiya a kusa da ƙarya game da da kuma Musulmi duk abin da ka ke so, samun mu mata da yara fyade ko kashe, da kuma kuka ga uwargidanka a kan ta'addanci ba ka ko da 1/2",hausa
2,"Cheedị Naịjirịa na-enweghị ndị Igbo, ebee ka ịnyịnya ibu, ụmụ apụl na ụmụ akwụna niile ga-esi bịa?",igbo
1,Jẹ̀ ọ́ sípò O ń fi àrífín yin,yoruba
1,"Say it again,hahahaha"": Ladies If your pussy stank, you ain't getting into heaven..""",english
0,Lol na-aghọgbu onwe unu ex bụ EX afọ... 😂 LINK,igbo
0,Ụmụ mmadụ na-eme ihe ha chọrọ ka ha mee onwe ha dị ka ụdị Anụmanụ ndị a enweghị ihe ha ga-enweta site na agha,igbo
2,We have a long way to go in the Northern part of Nigeria because most Muslims &amp; Christians were Religiously bigots and intolerant!,english
2,M na-ahụ na ụmụ nkịta m na-eme ka ụmụ nwoke ghọọ ụmụ agbọghọ.,igbo
0,Babu,hausa
0,"Na yarda da wannan, za mu iya yarda da cewa 1. ba dukan maza ne scum 2. mata ba ko da yaushe daidai 3. ba dukan Fulanis ne masu kisa 4. ba dukan Igbo ne m 5. ba dukan Yorubas ne aljanu 6. ba influencers da hankali LINK",hausa
0,Mi ò rántí,yoruba
1,"àwọn ẹlẹ́sìn búhárísì jẹ́ òmùgọ̀, aláìmọ̀ràn àti alága. má ṣe jẹ́ òmùgọ̀. ṣé o jẹ́ òótọ́. mo retí pé kò sí ẹni tó san owó fún ẹ láti kọ́ ọ. èyí yóò jẹ́ ìtannijẹ tó burú jù lọ ní ọ̀rúndún kọkànlélógún",yoruba
2,"Fulani ni Fulani, Ibi ni Ibi, Èṣù bí Èṣù, o le yi wọn pada. Wọn jẹ ẹmi-ipa ati aifọkanbalẹ. Atiku ọmọ ti n tan kaakiri Covid-19 Buhari's Bigotry, ipaniyan ti pẹpẹ, Benue ati Taraba nipa Fulani awọn olùṣọ́ àgùntàn ni idi kanna.",yoruba
1,"Ụmụ agbọghọ nzuzu, ha chọrọ ka Chineke jiri ego ha ga-eji zụọ ha isi na isi Brazil na 5... U",igbo
1,Gịnị ga - egbochi onye iberibe ahụ kụrụ mama m aka ịnwụ n' oge a ka na - eto eto ?,igbo
1,"Dem go jail u ooo"": No No No No..... not bRIDE......fools!""",english
2,"One aspect of the wickedness of these Fulani herdsmen terrorist Nigeria media are not talking about is how they abuse and rape their victims, threatening them not to talk about it or they come back and kidnap them again. these Fulani herdsmen terrorist are worse than demons",english
0,Wata mace?? Me ka sha? 😂😂😂,hausa
2,"Saudi Arabia is busy bombing Yamen, Bangladesh is turning the Uighur Muslims back to the Slaughter house in Burma, Muslims are the Greatest Enemies of Muslims today. Wait and see how Muslims will attack me without refuting this.",english
2,"Kai babban wawa ne don haka ko a wannan mawuyacin lokaci, har yanzu kana farin ciki da cewa Arewace su ne suke mulkin kasar Abi? Babu wahala, kamar yadda una ko wan ba su fahimci Boko Haram da 'yan fashi suna ci gaba da dey magance una ba tare da jinƙai ba, wawa",hausa
1,"Ị bụ onye nzuzu, ị nwere ikike ikwu echiche gị mana ọ bụghị n'ihi na ọ nọ n'ụlọ?",igbo
2,"àwọn èèyàn tó ń gbé ní àgbègbè yìí ti ń ṣe ohun tó burú jáì, àwọn tó ń gbé ní àgbègbè yìí sì ń ṣe ohun tó burú jáì.",yoruba
1,"Wait who is this adamu garba fellow and why are people giving him a platform by interacting with his ignorance 

Ignore the fucking bastard",english
1,Nwoke m apụghị ịkọwa 😎. Awon buru amụma banyere ndị mmụọ ọjọọ Yoruba,igbo
0,"Twitter mee ihe gị, achọrọ m enyi nwanyị. Abụ m ọgaranya, m nwere ike isi nri, m mara mma ma nwee ọrụ / azụmahịa. Biko retweet nwunye m n'ọdịnihu bụ na ekwentị gị. Daalụ!",igbo
0,"onye nwere ike ịnọ n'udo ma ọ bụrụ na o kwere na Kraịst n'ezinụlọ ndị Alakụba n'ebe ugwu, Nigeria nwere ike ịnọ n'udo ma ọ bụrụ na Ndị Kraịst na-agwa ndị Alakụba okwu na Arne, kafir ma ọ bụ ndị na-ekweghị ekwe naanị n'ihi na ha anaghị eme ihe Ndị Kraịst,",igbo
1,"Ẹ̀yin ọmọ ìbàjẹ́, ẹ̀yin ọmọ ìbàjẹ́!",yoruba
2,"Ìṣòro kì í ṣe ìgbà tí ọ̀rẹ́bìnrin rẹ bá fi ẹ́ sílẹ̀, ńṣe ló máa ń jẹ́ ìgbà tí o bá fi wúńdíá sílẹ̀.",yoruba
2,"Musulmai sun yi zaman lafiya, masu shittan kungiyar ta'addanci ne daga Iran domin mamaye duniyar musulmi ba ta hanyar karfi ba",hausa
2,Onye agbụrụ agbụrụ nile bụ́ MuthaFucker na - ewe iwe ịhụ ụmụ nwanyị ọcha gị na - eji nwa nwa nwa nwa nwa nwa nwa nwa nwa nwa nwa nwa nwa gị na - eme ihe ọjọọ .,igbo
0,"O dara! Mo ko le ti sọ o dara ju. Ka nikan itan ti lesbians abusive kọọkan miiran. won ni awọn obinrin. won ko jade wipe awọn obinrin ni scum tabi rapist! guys abuse miiran guys. awọn ọrẹ manipulate kọọkan miiran. eniyan ni eniyan. diẹ ninu awọn ti o dara, diẹ ninu awọn buburu. awọn eniyan nilo lati ni oye eyi!",yoruba
0,"Yoruba, Igbo, Hausa, Idoma, Mbanmiri, Wawa, Efik, Ijaw, Tiv, Ibibio, Kalabari, Wafi, Bini bbl. Àwọn ẹ̀yà wọ̀nyí kò ṣe pàtàkì nínú Ẹ̀yà Tuntun!",yoruba
0,"Àní, wọn ò mọ̀ pé ọmọbìnrin kan ṣì kéré... """,yoruba
2,Fuck nwa cudi nwoke na-akpali agụụ mmekọahụ,igbo
2,Ọchịchọ ndị Fulani ji akpa afọ bụ ọbụbụ ọnụ.,igbo
2,"Ẹ̀yin ọmọ-ọ̀dọ́ mi, ẹ̀yin ọmọ-ọ̀dọ́ mi, ẹ̀yin ọmọ-ọ̀dọ́ mi, ẹ̀yin ọmọ-ọ̀dọ́ mi!",yoruba
2,M na-ahụ ndị iberibe si otu akụkụ nke mba na-enweghị ihe ọ bụla na-enye mgbe niile na-achọ ụzọ iji mee ka akụkụ ọ bụla nke mba ahụ bụrụ oghere nke ihe ọjọọ.,igbo
